ADDR_PCT_CD,assault_3_&_related_offenses,criminal_mischief_&_related_of,dangerous_drugs,felony_assault,grand_larceny,harrassment_2,miscellaneous_penal_law,off._agnst_pub_ord_sensblty_&,petit_larceny,robbery
1.0,0.07616146230007616,0.07666920538207667,0.03884234577303884,0.01624777862401625,0.19903528814419905,0.12845899974612845,0.009647118558009647,0.07666920538207667,0.3665905052043666,0.011678090886011678
5.0,0.11961337092227145,0.10592025775271849,0.03544099879178413,0.056383407168747485,0.17237213048731373,0.13532017720499395,0.028594442207007652,0.03664921465968586,0.2774869109947644,0.03221908981071285
6.0,0.10240963855421686,0.0823293172690763,0.04350736278447122,0.028447121820615796,0.2459839357429719,0.11144578313253012,0.011713520749665328,0.03246318607764391,0.31224899598393574,0.029451137884872823
7.0,0.15041681768756796,0.1402682131206959,0.08662558898151504,0.03769481696266763,0.11670895251902863,0.16962667633200434,0.03008336353751359,0.05436752446538601,0.17868793040956868,0.03552011598405219
9.0,0.11961722488038277,0.08781311567689276,0.08696875879538418,0.037996059667886294,0.1942020827469744,0.11961722488038277,0.022797635800731776,0.04643962848297214,0.2516183506895581,0.032929918378834785
10.0,0.12092833876221498,0.08509771986970684,0.07614006514657981,0.029723127035830618,0.22394136807817588,0.13355048859934854,0.013843648208469055,0.06311074918566775,0.22434853420195439,0.029315960912052116
13.0,0.07874969711654956,0.06518051853646717,0.028592197722316453,0.03077295856554398,0.24545674824327599,0.11364187060818996,0.01696147322510298,0.05379210079961231,0.3457717470317422,0.021080688151199418
14.0,0.08632982021078735,0.0365778053316801,0.06447613143211407,0.02045877247365158,0.23713577185368878,0.07749535027898326,0.01735895846249225,0.03812771233725976,0.3997210167389957,0.022318660880347178
17.0,0.09060877772534215,0.11137328928739972,0.030202925908447382,0.026899480887210947,0.25530910806984425,0.14487966021708354,0.011798017932987258,0.05143935818782445,0.25625294950448324,0.021236432279377066
18.0,0.09801720912832024,0.047325102880658436,0.06771417882528993,0.027123082678638236,0.255331088664422,0.13954358398802844,0.01440329218106996,0.04564160119715675,0.28114478114478114,0.023756079311634867
19.0,0.0745421717823059,0.10007737941707506,0.0054165591952540625,0.02398761929326799,0.2723755481042043,0.1330925973690998,0.013412432293010059,0.03972143409852979,0.3211245808614908,0.016249677585762186
20.0,0.0713128038897893,0.10777957860615883,0.012155591572123177,0.019043760129659644,0.19084278768233387,0.14343598055105347,0.018638573743922204,0.03727714748784441,0.3804700162074554,0.019043760129659644
22.0,0.12844036697247707,0.11926605504587157,0.05504587155963303,0.022935779816513763,0.16055045871559634,0.13302752293577982,0.009174311926605505,0.05045871559633028,0.25688073394495414,0.06422018348623854
23.0,0.15011488383967322,0.1386264998723513,0.1268828184835333,0.0666326270104672,0.06280316568802655,0.16517743170793975,0.04059229001787082,0.08195047230022977,0.1273934133265254,0.03982639775338269
24.0,0.08739837398373984,0.14735772357723578,0.03489159891598916,0.030826558265582657,0.16666666666666666,0.17276422764227642,0.014566395663956639,0.039634146341463415,0.2750677506775068,0.030826558265582657
25.0,0.1180019305019305,0.19498069498069498,0.13803088803088803,0.060810810810810814,0.07263513513513513,0.13272200772200773,0.02702702702702703,0.06201737451737452,0.16047297297297297,0.033301158301158304
26.0,0.1143646408839779,0.17292817679558012,0.06961325966850829,0.03812154696132597,0.1298342541436464,0.156353591160221,0.020994475138121547,0.07016574585635359,0.18287292817679557,0.044751381215469614
28.0,0.12149270482603816,0.13552188552188552,0.10409652076318743,0.05134680134680135,0.08024691358024691,0.1590909090909091,0.023007856341189674,0.037598204264870934,0.24354657687991021,0.04405162738496072
30.0,0.13023255813953488,0.14108527131782947,0.17093023255813952,0.0562015503875969,0.05503875968992248,0.17248062015503876,0.028294573643410852,0.04496124031007752,0.15155038759689923,0.04922480620155039
32.0,0.14604020343908936,0.1436183095180431,0.14046984742068297,0.06708646161298135,0.05279728747880843,0.18067328651005085,0.046015984499878905,0.06224267377088884,0.12496972632598692,0.03608621942358925
33.0,0.13974309069676918,0.17088361230050603,0.035422343324250684,0.05254963020630596,0.09108602569093033,0.1732191514207863,0.028415725963409886,0.041650447644998055,0.23082911638769948,0.0362008563643441
34.0,0.15584009993753903,0.14334790755777638,0.029044347282948156,0.07401623985009369,0.13023110555902562,0.15646470955652717,0.03247970018738289,0.0443472829481574,0.18269831355402874,0.051530293566520925
40.0,0.15633563878376616,0.11496802818739398,0.1290617251729088,0.07255644003653922,0.07020749053895341,0.15698812475531776,0.0245334725303406,0.05480882161033538,0.16873287224324676,0.05180738614119797
41.0,0.14321493624772313,0.11520947176684881,0.1111111111111111,0.12682149362477232,0.05418943533697632,0.1325136612021858,0.0639799635701275,0.05396174863387978,0.1564207650273224,0.04257741347905283
42.0,0.1831184528605963,0.13456889605157132,0.12147461724415794,0.07534246575342465,0.0443190975020145,0.17002417405318293,0.020749395648670427,0.06063658340048348,0.14363416599516518,0.04613215149073328
43.0,0.17292423630736106,0.11990310859911182,0.07589826402906742,0.06042255416498452,0.07091912259453641,0.18059480554434126,0.019512851567756694,0.07468712151796528,0.1674068093123402,0.05773112636253532
44.0,0.15895458440445587,0.1226792345044273,0.0908311910882605,0.07412167952013711,0.07740645529848615,0.17066552413596114,0.01970865467009426,0.048414738646101116,0.18766066838046272,0.04955726935161382
45.0,0.1091091091091091,0.13588588588588588,0.05405405405405406,0.03403403403403404,0.09334334334334335,0.21246246246246248,0.013513513513513514,0.06956956956956957,0.25325325325325326,0.024774774774774775
46.0,0.18078617417824466,0.1413080311758726,0.05320230430362589,0.07455099966113182,0.06370721789223992,0.2097594035920027,0.019484920365977636,0.05811589291765503,0.14317180616740088,0.05591324974584887
47.0,0.17133312122176264,0.13824371619471842,0.07158765510658606,0.07365574292077633,0.07031498568246898,0.20649061406299712,0.01734012090359529,0.05138402799872733,0.14937957365574292,0.05027044225262488
48.0,0.17765222849968612,0.12282904373299854,0.10148566645741787,0.07532956685499058,0.07595731324544884,0.1546348608495501,0.018832391713747645,0.06612261979493618,0.16321406151914628,0.04394224733207784
49.0,0.1365918097754293,0.13870541611624834,0.09484808454425363,0.05627476882430647,0.08586525759577279,0.17675033025099074,0.021400264200792603,0.06605019815059446,0.18256274768824307,0.04095112285336856
50.0,0.10827121050763223,0.14909478168264112,0.09194178203762868,0.04117855875044373,0.11714589989350373,0.14838480653177138,0.012779552715654952,0.07525736599219027,0.21654242101526447,0.039403620873269436
52.0,0.1482741857073408,0.11570247933884298,0.10889645114244045,0.07308377896613191,0.07745908280667639,0.13352779128180198,0.02365905039701831,0.06465726786582401,0.19980554205153137,0.054934370442391835
60.0,0.15638297872340426,0.13590425531914893,0.07819148936170213,0.05106382978723404,0.07287234042553191,0.17579787234042554,0.05079787234042553,0.06436170212765957,0.18829787234042553,0.026329787234042553
61.0,0.10617584423486462,0.1496805597809553,0.06388804380894432,0.04228780042592029,0.12747185883784606,0.1484636446607849,0.044417401886218434,0.06632187404928507,0.21904472163066627,0.032248250684514757
62.0,0.14324243332334433,0.13575067425831586,0.053041654180401555,0.03925681750074918,0.1012885825591849,0.15642792927779442,0.054540005993407255,0.06293077614623914,0.21905903506143243,0.034462091699130955
63.0,0.09084902543772712,0.12355467459530889,0.04360753221010902,0.028741328047571853,0.12817971589032046,0.18698381235546746,0.040634291377601585,0.07697390155269243,0.25140403039312853,0.02907168814007268
66.0,0.10184849583182312,0.1264951069227981,0.079014135556361,0.0449438202247191,0.1254077564334904,0.15476621964479884,0.035882566147154765,0.07176513229430953,0.22834360275462123,0.031533164189923885
67.0,0.16077329808327825,0.12409120951751487,0.025280898876404494,0.08046926635822868,0.08129543952412426,0.23578982154659617,0.05750165234633179,0.059319233311302046,0.1232650363516193,0.05221414408460013
68.0,0.09553739786297925,0.1285355122564425,0.13199245757385292,0.02765556253928347,0.0945945945945946,0.16876178504085482,0.0295411690760528,0.08453802639849152,0.21967316153362665,0.019170333123821496
69.0,0.13184165232358003,0.1476764199655766,0.04268502581755594,0.06919104991394148,0.08777969018932874,0.2244406196213425,0.049225473321858865,0.08364888123924269,0.12151462994836489,0.04199655765920826
70.0,0.14295053388537807,0.11680104597951624,0.035519721072129,0.04183918064937895,0.10677707561560253,0.170407496186533,0.056221398997602964,0.07343647853562868,0.21616910002179124,0.03987796905643931
71.0,0.13977713178294573,0.12088178294573644,0.07727713178294573,0.06782945736434108,0.08163759689922481,0.19064922480620156,0.04699612403100775,0.07073643410852713,0.16690891472868216,0.037306201550387594
72.0,0.15873522836154583,0.13861386138613863,0.04024273395081444,0.05812839348450974,0.10763334397955925,0.15841584158415842,0.03992334717342702,0.05557329926541041,0.19897796231236026,0.043755988502076015
73.0,0.18519182502689135,0.13033345285048403,0.0607744711366081,0.0761921835783435,0.04768734313373969,0.1751523843671567,0.07439942631767658,0.07314449623520976,0.1296163499462173,0.047508067407673
75.0,0.17146926700997042,0.11142763229976992,0.04963295716007451,0.078448559219897,0.08611811109893722,0.17398926262736936,0.05850772433439246,0.05368686315328147,0.16577188561411196,0.050947737482195686
76.0,0.11312217194570136,0.1383322559793148,0.11053652230122818,0.0394311570782159,0.10407239819004525,0.13380736910148675,0.04848093083387201,0.06722689075630252,0.21073044602456367,0.03425985778926956
77.0,0.1649823143001516,0.1303688731682668,0.028044466902475997,0.07326932794340577,0.08792319353208691,0.19454269833249116,0.052046488125315815,0.06291056088933805,0.15816068721576554,0.047751389590702374
78.0,0.08573655494933749,0.09158222915042868,0.03975058456742011,0.024162120031176928,0.1445830085736555,0.142244738893219,0.02299298519095869,0.04715510522213562,0.36399064692127825,0.03780202650038971
79.0,0.1521992087502909,0.14498487316732603,0.0377007214335583,0.06795438678147545,0.0835466604607866,0.17523853851524318,0.04817314405399116,0.053758436118222015,0.18617640214102862,0.050267628578077726
81.0,0.1510703363914373,0.12844036697247707,0.05290519877675841,0.072782874617737,0.09296636085626911,0.1767584097859327,0.05321100917431193,0.06024464831804281,0.1620795107033639,0.04954128440366973
83.0,0.16330092246322614,0.14909000249314386,0.02193966591872351,0.056594365494889054,0.09050112191473449,0.17825978558962852,0.04038893044128646,0.0506108202443281,0.18524058838194965,0.06407379705809026
84.0,0.09132143937103114,0.09071666162685213,0.027214998488055638,0.03447233141820381,0.127608104021772,0.16117326882370728,0.04052010885999395,0.033867553674024796,0.362564257635319,0.03054127608104022
88.0,0.12019826517967781,0.13424204874019,0.07311028500619579,0.05245766212308963,0.11028500619578686,0.14911193721602645,0.048740190004130525,0.07311028500619579,0.20156959933911606,0.03717472118959108
90.0,0.1264481143702243,0.15454769534138527,0.0303179689425684,0.0404239585900912,0.1271875770273601,0.1567660833127927,0.03771259551392655,0.06162188809465122,0.22134582203598718,0.04362829677101306
94.0,0.1093951093951094,0.15444015444015444,0.02702702702702703,0.030459030459030458,0.16087516087516088,0.15572715572715573,0.027456027456027456,0.055341055341055344,0.25225225225225223,0.02702702702702703
100.0,0.14623655913978495,0.12258064516129032,0.026881720430107527,0.04946236559139785,0.09946236559139784,0.23010752688172043,0.1032258064516129,0.054838709677419356,0.14516129032258066,0.02204301075268817
101.0,0.17520491803278687,0.1362704918032787,0.014685792349726777,0.08162568306010928,0.05737704918032787,0.21687158469945356,0.07855191256830601,0.06796448087431695,0.13217213114754098,0.03927595628415301
102.0,0.15647430376112548,0.16106804478897502,0.010048808498420901,0.060005742176284814,0.07723227103072064,0.19896640826873385,0.07723227103072064,0.040482342807924204,0.18145277060005743,0.037037037037037035
103.0,0.15064530485091232,0.1308411214953271,0.03760569648420116,0.06987093902981753,0.08166444147752559,0.1813529149977748,0.04917668001780151,0.0785491766800178,0.15331553182020471,0.06697819314641744
104.0,0.13052858683926646,0.17745415318230853,0.008090614886731391,0.040722761596548,0.11138079827400216,0.197680690399137,0.043149946062567425,0.04584681769147789,0.21008629989212513,0.03505933117583603
105.0,0.14910262310170272,0.1684307409111827,0.008513575701794753,0.05821445006902899,0.10837551771744132,0.1937413713759779,0.05752416014726185,0.0786930510814542,0.13851817763460653,0.03888633225954901
106.0,0.12198581560283688,0.16198581560283687,0.02524822695035461,0.05191489361702128,0.11517730496453901,0.18524822695035462,0.03858156028368794,0.07631205673758865,0.17957446808510638,0.04397163120567376
107.0,0.1043956043956044,0.17655677655677657,0.017948717948717947,0.02967032967032967,0.12967032967032968,0.17252747252747253,0.03663003663003663,0.07179487179487179,0.21355311355311354,0.04725274725274725
108.0,0.12917761922643636,0.17949680811115284,0.016898235073225687,0.040555764175741645,0.1479534359744649,0.19226436349981224,0.02403304543747653,0.03755163349605708,0.2016522718738265,0.030416823131806235
109.0,0.11180248896025692,0.11561621838619028,0.008831794460056202,0.03532717784022481,0.1376957045363308,0.20855078281814532,0.03633079084704938,0.03873946206342834,0.2751906864712967,0.031914893617021274
110.0,0.13326800587947085,0.1315531602155806,0.02939735423811857,0.05536501714845664,0.11979421852033317,0.12273395394414503,0.02082312591866732,0.026702596766291033,0.31479666829985303,0.04556589906908378
111.0,0.08999407933688573,0.15097690941385436,0.015393724097098875,0.03197158081705151,0.21195973949082297,0.18590882178804027,0.02545885139135583,0.04085257548845471,0.22794552989934871,0.019538188277087035
112.0,0.07503908285565399,0.167274622199062,0.031266284523189164,0.01615424700364773,0.14590932777488275,0.1651902032308494,0.021886399166232414,0.03908285565398645,0.31735278791036997,0.020844189682126108
113.0,0.171758479672841,0.1397642530671157,0.01828241520327159,0.07818138080346404,0.08106807794082271,0.1537166225643493,0.07577579985566514,0.07818138080346404,0.16839066634592254,0.03488092374308396
114.0,0.14742102445118688,0.14510083883633768,0.022309477065857578,0.04408352668213457,0.10940567553096556,0.17294306621452793,0.04747456719614492,0.06639300374799215,0.21595573799750134,0.02891308227735142
115.0,0.18320090805902384,0.10329171396140749,0.048127128263337114,0.06651532349602725,0.11940976163450624,0.158683314415437,0.0358683314415437,0.058342792281498294,0.1670828603859251,0.05947786606129398
120.0,0.15568987077949145,0.1590245935806586,0.044810337640683616,0.04814506044185077,0.057315548145060444,0.2382242601083785,0.04043351396415173,0.06961233847436432,0.15527303042934557,0.03147144643601501
121.0,0.10555264536406496,0.11471974855945521,0.0392875851231011,0.03745416448402305,0.071503404924044,0.22603457307490832,0.035620743844945,0.08748035620743845,0.26191723415400736,0.020429544264012573
122.0,0.11308767471410419,0.18074968233799238,0.016836086404066072,0.02986022871664549,0.07369758576874205,0.2503176620076239,0.06003811944091487,0.09498094027954257,0.16200762388818296,0.018424396442185513
123.0,0.0969962453066333,0.17959949937421776,0.08385481852315395,0.023779724655819776,0.06695869837296621,0.2816020025031289,0.024405506883604506,0.07947434292866083,0.15644555694618273,0.00688360450563204
